DEFICIENT,SATISFIED,BLOATED,COMMUNITY,SALARY,TIMES_TRADED,INTROVERSION
3,6,1,1,54.8477,13506,22
1,8,1,0,32.0687,9789,22
3,6,1,7,34.0245,7378,22
2,7,1,6,57.4944,10577,22
10,0,0,7,10.9275,5426,22
3,6,1,0,42.1582,9048,22
1,8,1,5,38.1496,12208,22
2,7,1,5,33.215,5036,22
4,5,1,2,32.6296,6796,22
2,7,1,4,52.5303,9324,22
5,4,1,6,17.8636,11274,22
10,0,0,0,0.118497,7892,22
1,8,1,4,27.8463,6735,22
4,5,1,5,23.4595,8525,22
3,6,1,4,44.9275,7790,22
0,9,1,1,50.492,10859,22
6,3,1,1,17.0499,7897,22
5,4,1,6,41.7724,6098,22
3,6,1,8,49.1161,12777,22
2,7,1,1,23.5342,11036,22
4,5,1,8,55.157,4770,22
1,8,1,6,33.5221,13535,22
2,7,1,5,59.5602,13532,22
3,6,1,3,31.9636,10757,22
5,4,1,0,31.7659,12391,22
1,8,1,8,56.407,13292,22
2,7,1,3,50.3165,5482,22
4,5,1,3,44.7355,7729,22
7,2,1,4,41.5373,7934,22
6,3,1,0,40.8269,5495,22
2,7,1,8,27.2196,12587,22
6,3,1,4,35.545,5884,22
3,6,1,6,30.9587,5804,22
4,5,1,5,37.0143,10323,22
4,5,1,5,56.0989,9904,22
4,5,1,5,41.3091,5743,22
5,4,1,0,40.706,7565,22
0,9,1,4,37.6026,12138,22
5,4,1,4,50.415,7316,22
1,8,1,7,34.854,12428,22
3,6,1,9,38.8241,7182,22
2,7,1,5,21.3407,12962,22
1,8,1,8,28.7644,8715,22
3,6,1,4,16.3513,11434,22
1,8,1,2,32.9933,8270,22
3,6,1,2,43.2957,9357,22
4,5,1,3,59.6694,8911,22
6,3,1,5,44.7818,7223,22
8,2,0,6,16.0581,13476,22
3,6,1,1,18.5907,5626,22
4,5,1,3,40.2876,9059,22
3,6,1,3,36.1259,9813,22
3,6,1,8,61.1725,4964,22
4,5,1,8,52.5445,10716,22
8,1,1,6,17.5169,5157,22
3,6,1,3,31.6769,6280,22
5,4,1,2,23.1998,6697,22
3,6,1,5,42.7668,5136,22
2,7,1,1,28.2023,14396,22
4,5,1,4,26.6816,6368,22
6,3,1,8,34.7399,6734,22
3,6,1,6,70.2226,13345,22
3,6,1,2,49.3274,13078,22
5,4,1,7,37.6376,4386,22
3,6,1,4,31.5905,5881,22
3,6,1,3,30.7117,6969,22
8,2,0,7,7.89192,4311,22
3,6,1,1,47.2191,9324,22
1,8,1,5,51.2756,14292,22
2,7,1,7,58.4169,8597,22
5,4,1,1,28.9999,7269,22
4,6,0,8,20.5868,6125,22
3,6,1,4,21.7266,9633,22
2,7,1,1,45.6296,11677,22
0,9,1,8,61.3272,14545,22
5,5,0,0,15.288,8832,22
1,8,1,9,48.5884,10834,22
3,6,1,4,19.1491,10467,22
5,4,1,9,35.0848,10860,22
5,4,1,0,53.0782,13390,22
3,6,1,1,27.813,10022,22
0,9,1,5,43.5733,10028,22
5,4,1,5,10.9935,6855,22
0,9,1,8,52.0414,11117,22
2,7,1,4,25.4921,5283,22
3,6,1,9,55.0655,13105,22
0,9,1,5,31.6986,14162,22
3,6,1,3,17.6837,13351,22
8,2,0,8,15.6967,11226,22
5,5,0,6,22.4959,14117,22
5,4,1,9,25.3504,7899,22
4,5,1,0,41.5014,5672,22
2,8,0,6,23.8993,11684,22
2,7,1,7,40.0881,8078,22
2,7,1,3,26.0086,8368,22
4,5,1,7,27.332,7666,23
4,5,1,2,52.7963,13792,23
3,6,1,4,32.3771,13968,23
0,9,1,1,39.0224,9708,23
3,6,1,8,44.0521,5832,23
3,6,1,1,54.8477,13527,23
1,8,1,0,32.0687,9795,23
3,6,1,7,34.0245,7353,23
2,7,1,6,57.4944,10584,23
10,0,0,7,10.9275,5390,23
3,6,1,0,42.1582,9037,23
1,8,1,5,38.1496,12219,23
2,7,1,5,33.215,5049,23
4,5,1,2,32.6296,6779,23
2,7,1,4,52.5303,9299,23
5,4,1,6,17.8636,11274,23
10,0,0,0,0.118497,7882,23
2,7,1,4,27.8463,6732,23
4,5,1,5,23.4595,8518,23
3,6,1,4,44.9275,7786,23
1,8,1,1,50.492,10872,23
5,4,1,1,17.0499,7904,23
5,4,1,6,41.7724,6103,23
3,6,1,8,49.1161,12776,23
3,6,1,1,23.5342,11059,23
4,5,1,8,55.157,4778,23
1,8,1,6,33.5221,13549,23
2,7,1,5,59.5602,13542,23
3,6,1,3,31.9636,10752,23
5,4,1,0,31.7659,12404,23
1,8,1,8,56.407,13308,23
1,8,1,3,50.3165,5474,23
3,6,1,3,44.7355,7710,23
7,2,1,4,41.5373,7934,23
6,3,1,0,40.8269,5494,23
2,7,1,8,27.2196,12584,23
5,4,1,4,35.545,5871,23
3,6,1,6,30.9587,5828,23
5,4,1,5,37.0143,10321,23
4,5,1,5,56.0989,9920,23
5,4,1,5,41.3091,5766,23
3,6,1,0,40.706,7554,23
0,9,1,4,37.6026,12129,23
4,5,1,4,50.415,7302,23
1,8,1,7,34.854,12409,23
3,6,1,9,38.8241,7176,23
3,6,1,5,21.3407,12946,23
1,8,1,8,28.7644,8713,23
3,6,1,4,16.3513,11444,23
1,8,1,2,32.9933,8278,23
3,6,1,2,43.2957,9374,23
4,5,1,3,59.6694,8916,23
6,3,1,5,44.7818,7216,23
7,3,0,6,16.0581,13496,23
3,6,1,1,18.5907,5627,23
4,5,1,3,40.2876,9049,23
2,7,1,3,36.1259,9807,23
4,5,1,8,61.1725,4966,23
3,6,1,8,52.5445,10716,23
7,2,1,6,17.5169,5181,23
3,6,1,3,31.6769,6274,23
5,4,1,2,23.1998,6693,23
3,6,1,5,42.7668,5136,23
2,7,1,1,28.2023,14411,23
4,5,1,4,26.6816,6343,23
6,3,1,8,34.7399,6734,23
2,7,1,6,70.2226,13356,23
3,6,1,2,49.3274,13088,23
5,4,1,7,37.6376,4376,23
3,6,1,4,31.5905,5894,23
4,5,1,3,30.7117,6959,23
9,1,0,7,7.89192,4289,23
3,6,1,1,47.2191,9331,23
1,8,1,5,51.2756,14313,23
3,6,1,7,58.4169,8577,23
6,3,1,1,28.9999,7285,23
5,5,0,8,20.5868,6135,23
2,8,0,4,21.7266,9614,23
2,7,1,1,45.6296,11688,23
0,9,1,8,61.3272,14546,23
5,5,0,0,15.288,8810,23
0,9,1,9,48.5884,10860,23
3,6,1,4,19.1491,10454,23
5,4,1,9,35.0848,10862,23
5,4,1,0,53.0782,13381,23
4,5,1,1,27.813,10025,23
0,9,1,5,43.5733,10041,23
5,4,1,5,10.9935,6839,23
0,9,1,8,52.0414,11122,23
2,7,1,4,25.4921,5285,23
3,6,1,9,55.0655,13122,23
0,9,1,5,31.6986,14169,23
3,6,1,3,17.6837,13343,23
9,1,0,8,15.6967,11218,23
4,6,0,6,22.4959,14116,23
6,3,1,9,25.3504,7902,23
5,4,1,0,41.5014,5677,23
2,7,1,6,23.8993,11697,23
1,8,1,7,40.0881,8062,23
2,7,1,3,26.0086,8353,23
3,6,1,7,27.332,7653,24
4,5,1,2,52.7963,13817,24
3,6,1,4,32.3771,13953,24
0,9,1,1,39.0224,9717,24
5,4,1,8,44.0521,5845,24
3,6,1,1,54.8477,13547,24
1,8,1,0,32.0687,9800,24
1,8,1,7,34.0245,7338,24
1,8,1,6,57.4944,10600,24
10,0,0,7,10.9275,5373,24
4,5,1,0,42.1582,9029,24
1,8,1,5,38.1496,12225,24
2,7,1,5,33.215,5030,24
4,5,1,2,32.6296,6763,24
2,7,1,4,52.5303,9286,24
5,4,1,6,17.8636,11286,24
10,0,0,0,0.118497,7877,24
2,7,1,4,27.8463,6722,24
3,6,1,5,23.4595,8545,24
3,6,1,4,44.9275,7778,24
2,7,1,1,50.492,10880,24
6,3,1,1,17.0499,7905,24
5,4,1,6,41.7724,6127,24
3,6,1,8,49.1161,12782,24
3,6,1,1,23.5342,11078,24
4,5,1,8,55.157,4764,24
1,8,1,6,33.5221,13556,24
2,7,1,5,59.5602,13542,24
3,6,1,3,31.9636,10738,24
4,5,1,0,31.7659,12399,24
1,8,1,8,56.407,13307,24
2,7,1,3,50.3165,5480,24
4,5,1,3,44.7355,7719,24
6,3,1,4,41.5373,7927,24
7,2,1,0,40.8269,5469,24
2,7,1,8,27.2196,12589,24
4,5,1,4,35.545,5850,24
2,7,1,6,30.9587,5832,24
5,4,1,5,37.0143,10345,24
4,5,1,5,56.0989,9946,24
5,4,1,5,41.3091,5784,24
4,5,1,0,40.706,7542,24
0,9,1,4,37.6026,12120,24
6,3,1,4,50.415,7294,24
1,8,1,7,34.854,12395,24
3,6,1,9,38.8241,7171,24
2,7,1,5,21.3407,12970,24
1,8,1,8,28.7644,8722,24
2,7,1,4,16.3513,11427,24
1,8,1,2,32.9933,8289,24
3,6,1,2,43.2957,9383,24
4,5,1,3,59.6694,8914,24
7,2,1,5,44.7818,7208,24
7,3,0,6,16.0581,13525,24
3,6,1,1,18.5907,5632,24
4,5,1,3,40.2876,9038,24
2,7,1,3,36.1259,9797,24
3,6,1,8,61.1725,4972,24
4,5,1,8,52.5445,10717,24
8,1,1,6,17.5169,5192,24
3,6,1,3,31.6769,6271,24
5,4,1,2,23.1998,6684,24
3,6,1,5,42.7668,5140,24
3,6,1,1,28.2023,14407,24
6,3,1,4,26.6816,6347,24
5,4,1,8,34.7399,6720,24
3,6,1,6,70.2226,13368,24
3,6,1,2,49.3274,13086,24
7,2,1,7,37.6376,4353,24
3,6,1,4,31.5905,5884,24
3,6,1,3,30.7117,6955,24
10,0,0,7,7.89192,4274,24
3,6,1,1,47.2191,9345,24
1,8,1,5,51.2756,14320,24
3,6,1,7,58.4169,8563,24
4,5,1,1,28.9999,7305,24
4,6,0,8,20.5868,6128,24
2,8,0,4,21.7266,9598,24
2,7,1,1,45.6296,11676,24
0,9,1,8,61.3272,14550,24
5,5,0,0,15.288,8814,24
0,9,1,9,48.5884,10854,24
3,6,1,4,19.1491,10447,24
5,4,1,9,35.0848,10861,24
5,4,1,0,53.0782,13358,24
3,6,1,1,27.813,10053,24
1,8,1,5,43.5733,10042,24
5,4,1,5,10.9935,6849,24
0,9,1,8,52.0414,11112,24
2,7,1,4,25.4921,5273,24
3,6,1,9,55.0655,13131,24
0,9,1,5,31.6986,14183,24
3,6,1,3,17.6837,13343,24
9,1,0,8,15.6967,11202,24
5,5,0,6,22.4959,14124,24
7,2,1,9,25.3504,7912,24
5,4,1,0,41.5014,5678,24
3,7,0,6,23.8993,11703,24
1,8,1,7,40.0881,8051,24
2,7,1,3,26.0086,8343,24
3,6,1,7,27.332,7639,25
4,5,1,2,52.7963,13820,25
3,6,1,4,32.3771,13962,25
0,9,1,1,39.0224,9735,25
4,5,1,8,44.0521,5837,25
3,6,1,1,54.8477,13545,25
1,8,1,0,32.0687,9810,25
3,6,1,7,34.0245,7319,25
1,8,1,6,57.4944,10608,25
10,0,0,7,10.9275,5361,25
2,7,1,0,42.1582,9015,25
1,8,1,5,38.1496,12244,25
2,7,1,5,33.215,5043,25
4,5,1,2,32.6296,6761,25
2,7,1,4,52.5303,9271,25
5,4,1,6,17.8636,11310,25
10,0,0,0,0.118497,7870,25
2,7,1,4,27.8463,6704,25
3,6,1,5,23.4595,8546,25
3,6,1,4,44.9275,7776,25
1,8,1,1,50.492,10881,25
5,4,1,1,17.0499,7912,25
5,4,1,6,41.7724,6125,25
3,6,1,8,49.1161,12800,25
3,6,1,1,23.5342,11078,25
4,5,1,8,55.157,4763,25
1,8,1,6,33.5221,13562,25
2,7,1,5,59.5602,13568,25
3,6,1,3,31.9636,10727,25
5,4,1,0,31.7659,12400,25
3,6,1,8,56.407,13295,25
2,7,1,3,50.3165,5466,25
3,6,1,3,44.7355,7711,25
7,2,1,4,41.5373,7912,25
6,3,1,0,40.8269,5474,25
2,7,1,8,27.2196,12586,25
4,5,1,4,35.545,5863,25
3,6,1,6,30.9587,5860,25
4,5,1,5,37.0143,10346,25
4,5,1,5,56.0989,9951,25
4,5,1,5,41.3091,5794,25
3,6,1,0,40.706,7543,25
0,9,1,4,37.6026,12113,25
6,3,1,4,50.415,7269,25
1,8,1,7,34.854,12381,25
5,4,1,9,38.8241,7185,25
2,7,1,5,21.3407,12979,25
1,8,1,8,28.7644,8743,25
4,5,1,4,16.3513,11418,25
1,8,1,2,32.9933,8306,25
3,6,1,2,43.2957,9387,25
4,5,1,3,59.6694,8896,25
6,3,1,5,44.7818,7225,25
8,2,0,6,16.0581,13540,25
3,6,1,1,18.5907,5644,25
4,5,1,3,40.2876,9038,25
2,7,1,3,36.1259,9802,25
3,6,1,8,61.1725,4967,25
4,5,1,8,52.5445,10730,25
8,1,1,6,17.5169,5190,25
3,6,1,3,31.6769,6255,25
6,3,1,2,23.1998,6692,25
3,6,1,5,42.7668,5145,25
2,7,1,1,28.2023,14416,25
4,5,1,4,26.6816,6333,25
5,4,1,8,34.7399,6725,25
4,5,1,6,70.2226,13394,25
3,6,1,2,49.3274,13088,25
7,2,1,7,37.6376,4338,25
3,6,1,4,31.5905,5861,25
3,6,1,3,30.7117,6951,25
9,1,0,7,7.89192,4264,25
3,6,1,1,47.2191,9348,25
1,8,1,5,51.2756,14328,25
3,6,1,7,58.4169,8537,25
5,4,1,1,28.9999,7303,25
5,5,0,8,20.5868,6152,25
3,6,1,4,21.7266,9589,25
2,7,1,1,45.6296,11679,25
0,9,1,8,61.3272,14533,25
3,6,1,0,15.288,8815,25
0,9,1,9,48.5884,10857,25
3,6,1,4,19.1491,10444,25
4,5,1,9,35.0848,10870,25
6,3,1,0,53.0782,13361,25
4,5,1,1,27.813,10048,25
1,8,1,5,43.5733,10021,25
5,4,1,5,10.9935,6870,25
0,9,1,8,52.0414,11125,25
2,7,1,4,25.4921,5242,25
3,6,1,9,55.0655,13143,25
0,9,1,5,31.6986,14171,25
3,6,1,3,17.6837,13318,25
9,1,0,8,15.6967,11194,25
5,5,0,6,22.4959,14132,25
6,3,1,9,25.3504,7911,25
4,5,1,0,41.5014,5672,25
2,7,1,6,23.8993,11699,25
1,8,1,7,40.0881,8038,25
2,7,1,3,26.0086,8350,25
4,5,1,7,27.332,7635,26
4,5,1,2,52.7963,13808,26
3,6,1,4,32.3771,13959,26
0,9,1,1,39.0224,9742,26
3,6,1,8,44.0521,5832,26
3,6,1,1,54.8477,13557,26
1,8,1,0,32.0687,9797,26
2,7,1,7,34.0245,7304,26
1,8,1,6,57.4944,10639,26
10,0,0,7,10.9275,5371,26
3,6,1,0,42.1582,9008,26
1,8,1,5,38.1496,12251,26
2,7,1,5,33.215,5038,26
4,5,1,2,32.6296,6784,26
2,7,1,4,52.5303,9251,26
6,3,1,6,17.8636,11313,26
10,0,0,0,0.118497,7860,26
2,7,1,4,27.8463,6705,26
3,6,1,5,23.4595,8565,26
4,5,1,4,44.9275,7764,26
1,8,1,1,50.492,10887,26
6,3,1,1,17.0499,7915,26
5,4,1,6,41.7724,6122,26
3,6,1,8,49.1161,12809,26
3,6,1,1,23.5342,11088,26
4,5,1,8,55.157,4754,26
1,8,1,6,33.5221,13591,26
2,7,1,5,59.5602,13571,26
3,6,1,3,31.9636,10729,26
5,4,1,0,31.7659,12401,26
2,7,1,8,56.407,13292,26
1,8,1,3,50.3165,5468,26
5,4,1,3,44.7355,7692,26
7,2,1,4,41.5373,7899,26
8,1,1,0,40.8269,5473,26
2,7,1,8,27.2196,12583,26
5,4,1,4,35.545,5865,26
3,6,1,6,30.9587,5876,26
4,5,1,5,37.0143,10365,26
4,5,1,5,56.0989,9972,26
4,5,1,5,41.3091,5813,26
5,4,1,0,40.706,7525,26
0,9,1,4,37.6026,12120,26
6,3,1,4,50.415,7266,26
1,8,1,7,34.854,12360,26
3,6,1,9,38.8241,7203,26
2,7,1,5,21.3407,12991,26
1,8,1,8,28.7644,8749,26
4,5,1,4,16.3513,11408,26
1,8,1,2,32.9933,8314,26
3,6,1,2,43.2957,9378,26
4,5,1,3,59.6694,8886,26
6,3,1,5,44.7818,7213,26
8,2,0,6,16.0581,13560,26
3,6,1,1,18.5907,5641,26
4,5,1,3,40.2876,9033,26
2,7,1,3,36.1259,9792,26
3,6,1,8,61.1725,4981,26
4,5,1,8,52.5445,10722,26
8,1,1,6,17.5169,5219,26
4,5,1,3,31.6769,6250,26
5,4,1,2,23.1998,6672,26
3,6,1,5,42.7668,5134,26
3,6,1,1,28.2023,14425,26
8,1,1,4,26.6816,6333,26
6,3,1,8,34.7399,6735,26
3,6,1,6,70.2226,13396,26
3,6,1,2,49.3274,13091,26
5,4,1,7,37.6376,4318,26
3,6,1,4,31.5905,5862,26
3,6,1,3,30.7117,6939,26
9,1,0,7,7.89192,4253,26
3,6,1,1,47.2191,9354,26
1,8,1,5,51.2756,14331,26
3,6,1,7,58.4169,8518,26
7,2,1,1,28.9999,7307,26
4,6,0,8,20.5868,6159,26
2,8,0,4,21.7266,9600,26
2,7,1,1,45.6296,11679,26
0,9,1,8,61.3272,14525,26
4,6,0,0,15.288,8804,26
0,9,1,9,48.5884,10859,26
3,6,1,4,19.1491,10433,26
5,4,1,9,35.0848,10863,26
5,4,1,0,53.0782,13372,26
3,6,1,1,27.813,10048,26
1,8,1,5,43.5733,10020,26
4,5,1,5,10.9935,6863,26
0,9,1,8,52.0414,11100,26
1,8,1,4,25.4921,5238,26
3,6,1,9,55.0655,13136,26
0,9,1,5,31.6986,14173,26
3,6,1,3,17.6837,13321,26
10,0,0,8,15.6967,11207,26
5,5,0,6,22.4959,14134,26
5,4,1,9,25.3504,7917,26
4,5,1,0,41.5014,5674,26
2,7,1,6,23.8993,11685,26
1,8,1,7,40.0881,8029,26
2,7,1,3,26.0086,8352,26
3,6,1,7,27.332,7621,27
5,4,1,2,52.7963,13814,27
2,7,1,4,32.3771,13975,27
0,9,1,1,39.0224,9757,27
4,5,1,8,44.0521,5832,27
3,6,1,1,54.8477,13572,27
1,8,1,0,32.0687,9794,27
2,7,1,7,34.0245,7289,27
1,8,1,6,57.4944,10638,27
10,0,0,7,10.9275,5350,27
2,7,1,0,42.1582,9005,27
1,8,1,5,38.1496,12235,27
2,7,1,5,33.215,5050,27
4,5,1,2,32.6296,6778,27
2,7,1,4,52.5303,9253,27
5,4,1,6,17.8636,11328,27
10,0,0,0,0.118497,7846,27
2,7,1,4,27.8463,6700,27
4,5,1,5,23.4595,8567,27
3,6,1,4,44.9275,7742,27
2,7,1,1,50.492,10891,27
6,3,1,1,17.0499,7915,27
5,4,1,6,41.7724,6142,27
3,6,1,8,49.1161,12826,27
3,6,1,1,23.5342,11091,27
4,5,1,8,55.157,4756,27
1,8,1,6,33.5221,13600,27
2,7,1,5,59.5602,13578,27
3,6,1,3,31.9636,10716,27
4,5,1,0,31.7659,12425,27
2,7,1,8,56.407,13303,27
4,5,1,3,50.3165,5461,27
5,4,1,3,44.7355,7679,27
5,4,1,4,41.5373,7899,27
5,4,1,0,40.8269,5471,27
2,7,1,8,27.2196,12601,27
5,4,1,4,35.545,5860,27
2,7,1,6,30.9587,5908,27
3,6,1,5,37.0143,10366,27
4,5,1,5,56.0989,9977,27
4,5,1,5,41.3091,5819,27
4,5,1,0,40.706,7526,27
0,9,1,4,37.6026,12110,27
4,5,1,4,50.415,7260,27
2,7,1,7,34.854,12345,27
4,5,1,9,38.8241,7222,27
2,7,1,5,21.3407,12991,27
1,8,1,8,28.7644,8744,27
2,7,1,4,16.3513,11406,27
1,8,1,2,32.9933,8311,27
3,6,1,2,43.2957,9365,27
4,5,1,3,59.6694,8880,27
7,2,1,5,44.7818,7210,27
8,2,0,6,16.0581,13578,27
3,6,1,1,18.5907,5643,27
4,5,1,3,40.2876,9032,27
2,7,1,3,36.1259,9788,27
3,6,1,8,61.1725,4979,27
4,5,1,8,52.5445,10725,27
8,1,1,6,17.5169,5222,27
3,6,1,3,31.6769,6243,27
4,5,1,2,23.1998,6672,27
3,6,1,5,42.7668,5137,27
2,7,1,1,28.2023,14427,27
3,6,1,4,26.6816,6322,27
7,2,1,8,34.7399,6729,27
3,6,1,6,70.2226,13407,27
3,6,1,2,49.3274,13082,27
7,2,1,7,37.6376,4295,27
3,6,1,4,31.5905,5841,27
3,6,1,3,30.7117,6919,27
9,1,0,7,7.89192,4238,27
3,6,1,1,47.2191,9354,27
1,8,1,5,51.2756,14342,27
3,6,1,7,58.4169,8519,27
4,5,1,1,28.9999,7308,27
6,4,0,8,20.5868,6153,27
1,9,0,4,21.7266,9593,27
2,7,1,1,45.6296,11693,27
0,9,1,8,61.3272,14524,27
3,6,1,0,15.288,8796,27
0,9,1,9,48.5884,10868,27
3,6,1,4,19.1491,10435,27
4,5,1,9,35.0848,10850,27
5,4,1,0,53.0782,13375,27
3,6,1,1,27.813,10062,27
1,8,1,5,43.5733,10019,27
5,4,1,5,10.9935,6857,27
0,9,1,8,52.0414,11118,27
1,8,1,4,25.4921,5238,27
2,7,1,9,55.0655,13129,27
0,9,1,5,31.6986,14162,27
3,6,1,3,17.6837,13322,27
9,1,0,8,15.6967,11216,27
4,6,0,6,22.4959,14126,27
6,3,1,9,25.3504,7931,27
4,5,1,0,41.5014,5678,27
2,7,1,6,23.8993,11696,27
1,8,1,7,40.0881,8026,27
2,7,1,3,26.0086,8349,27
3,6,1,7,27.332,7603,28
5,4,1,2,52.7963,13811,28
2,7,1,4,32.3771,13960,28
0,9,1,1,39.0224,9778,28
5,4,1,8,44.0521,5810,28
3,6,1,1,54.8477,13575,28
1,8,1,0,32.0687,9791,28
2,7,1,7,34.0245,7285,28
1,8,1,6,57.4944,10651,28
10,0,0,7,10.9275,5329,28
3,6,1,0,42.1582,9002,28
1,8,1,5,38.1496,12234,28
2,7,1,5,33.215,5061,28
4,5,1,2,32.6296,6767,28
2,7,1,4,52.5303,9253,28
5,4,1,6,17.8636,11333,28
10,0,0,0,0.118497,7828,28
2,7,1,4,27.8463,6707,28
4,5,1,5,23.4595,8584,28
3,6,1,4,44.9275,7738,28
0,9,1,1,50.492,10898,28
6,3,1,1,17.0499,7917,28
5,4,1,6,41.7724,6171,28
3,6,1,8,49.1161,12818,28
3,6,1,1,23.5342,11080,28
5,4,1,8,55.157,4767,28
1,8,1,6,33.5221,13615,28
2,7,1,5,59.5602,13570,28
3,6,1,3,31.9636,10710,28
3,6,1,0,31.7659,12418,28
1,8,1,8,56.407,13294,28
3,6,1,3,50.3165,5452,28
4,5,1,3,44.7355,7679,28
5,4,1,4,41.5373,7884,28
5,4,1,0,40.8269,5469,28
2,7,1,8,27.2196,12586,28
4,5,1,4,35.545,5846,28
3,6,1,6,30.9587,5939,28
5,4,1,5,37.0143,10386,28
4,5,1,5,56.0989,9981,28
5,4,1,5,41.3091,5816,28
3,6,1,0,40.706,7543,28
0,9,1,4,37.6026,12106,28
4,5,1,4,50.415,7262,28
1,8,1,7,34.854,12321,28
3,6,1,9,38.8241,7230,28
2,7,1,5,21.3407,12990,28
1,8,1,8,28.7644,8745,28
3,6,1,4,16.3513,11398,28
1,8,1,2,32.9933,8302,28
3,6,1,2,43.2957,9377,28
4,5,1,3,59.6694,8868,28
6,3,1,5,44.7818,7220,28
7,3,0,6,16.0581,13583,28
3,6,1,1,18.5907,5655,28
4,5,1,3,40.2876,9031,28
2,7,1,3,36.1259,9782,28
3,6,1,8,61.1725,4970,28
4,5,1,8,52.5445,10750,28
7,2,1,6,17.5169,5241,28
3,6,1,3,31.6769,6241,28
6,3,1,2,23.1998,6668,28
3,6,1,5,42.7668,5132,28
2,7,1,1,28.2023,14433,28
5,4,1,4,26.6816,6315,28
5,4,1,8,34.7399,6739,28
4,5,1,6,70.2226,13411,28
3,6,1,2,49.3274,13076,28
6,3,1,7,37.6376,4284,28
3,6,1,4,31.5905,5840,28
3,6,1,3,30.7117,6923,28
9,1,0,7,7.89192,4212,28
3,6,1,1,47.2191,9358,28
1,8,1,5,51.2756,14345,28
3,6,1,7,58.4169,8500,28
4,5,1,1,28.9999,7318,28
4,6,0,8,20.5868,6148,28
3,7,0,4,21.7266,9610,28
2,7,1,1,45.6296,11709,28
0,9,1,8,61.3272,14523,28
4,6,0,0,15.288,8795,28
0,9,1,9,48.5884,10882,28
3,6,1,4,19.1491,10424,28
7,2,1,9,35.0848,10848,28
6,3,1,0,53.0782,13377,28
4,5,1,1,27.813,10082,28
0,9,1,5,43.5733,10015,28
5,4,1,5,10.9935,6863,28
0,9,1,8,52.0414,11130,28
1,8,1,4,25.4921,5225,28
3,6,1,9,55.0655,13130,28
0,9,1,5,31.6986,14167,28
3,6,1,3,17.6837,13324,28
10,0,0,8,15.6967,11214,28
5,5,0,6,22.4959,14135,28
7,2,1,9,25.3504,7928,28
4,5,1,0,41.5014,5670,28
2,7,1,6,23.8993,11696,28
1,8,1,7,40.0881,8015,28
2,7,1,3,26.0086,8343,28
3,6,1,7,27.332,7581,29
4,5,1,2,52.7963,13818,29
2,7,1,4,32.3771,13962,29
0,9,1,1,39.0224,9795,29
4,5,1,8,44.0521,5803,29
3,6,1,1,54.8477,13580,29
1,8,1,0,32.0687,9783,29
3,6,1,7,34.0245,7268,29
1,8,1,6,57.4944,10661,29
10,0,0,7,10.9275,5308,29
2,7,1,0,42.1582,9003,29
1,8,1,5,38.1496,12232,29
3,6,1,5,33.215,5054,29
4,5,1,2,32.6296,6785,29
2,7,1,4,52.5303,9250,29
5,4,1,6,17.8636,11332,29
10,0,0,0,0.118497,7829,29
2,7,1,4,27.8463,6709,29
4,5,1,5,23.4595,8594,29
3,6,1,4,44.9275,7729,29
0,9,1,1,50.492,10913,29
7,2,1,1,17.0499,7923,29
5,4,1,6,41.7724,6181,29
3,6,1,8,49.1161,12822,29
3,6,1,1,23.5342,11097,29
4,5,1,8,55.157,4782,29
1,8,1,6,33.5221,13631,29
2,7,1,5,59.5602,13575,29
3,6,1,3,31.9636,10717,29
4,5,1,0,31.7659,12419,29
3,6,1,8,56.407,13291,29
3,6,1,3,50.3165,5457,29
4,5,1,3,44.7355,7687,29
6,3,1,4,41.5373,7870,29
6,3,1,0,40.8269,5487,29
2,7,1,8,27.2196,12579,29
4,5,1,4,35.545,5865,29
2,7,1,6,30.9587,5947,29
4,5,1,5,37.0143,10398,29
4,5,1,5,56.0989,10004,29
4,5,1,5,41.3091,5823,29
5,4,1,0,40.706,7544,29
0,9,1,4,37.6026,12098,29
6,3,1,4,50.415,7236,29
2,7,1,7,34.854,12322,29
3,6,1,9,38.8241,7235,29
2,7,1,5,21.3407,13010,29
1,8,1,8,28.7644,8744,29
2,7,1,4,16.3513,11385,29
1,8,1,2,32.9933,8296,29
3,6,1,2,43.2957,9378,29
4,5,1,3,59.6694,8878,29
6,3,1,5,44.7818,7227,29
9,1,0,6,16.0581,13571,29
3,6,1,1,18.5907,5652,29
4,5,1,3,40.2876,9026,29
2,7,1,3,36.1259,9769,29
3,6,1,8,61.1725,4969,29
3,6,1,8,52.5445,10762,29
7,2,1,6,17.5169,5252,29
4,5,1,3,31.6769,6223,29
6,3,1,2,23.1998,6665,29
3,6,1,5,42.7668,5136,29
2,7,1,1,28.2023,14435,29
5,4,1,4,26.6816,6325,29
4,5,1,8,34.7399,6726,29
3,6,1,6,70.2226,13403,29
3,6,1,2,49.3274,13087,29
6,3,1,7,37.6376,4278,29
3,6,1,4,31.5905,5836,29
3,6,1,3,30.7117,6923,29
9,1,0,7,7.89192,4206,29
3,6,1,1,47.2191,9348,29
1,8,1,5,51.2756,14351,29
3,6,1,7,58.4169,8499,29
5,4,1,1,28.9999,7321,29
5,5,0,8,20.5868,6152,29
4,6,0,4,21.7266,9587,29
2,7,1,1,45.6296,11733,29
0,9,1,8,61.3272,14524,29
3,6,1,0,15.288,8804,29
0,9,1,9,48.5884,10882,29
3,6,1,4,19.1491,10419,29
6,3,1,9,35.0848,10853,29
